id	qtdtotal	qtdamarelo	qtdindigeno	qtdpreto	qtdpardo	qtdbranco	qtdcota	prcamarelo	prcindigeno	prcpreto	prcpardo	prcbranco	prccota
1451	615	13	3	67	230	294	294	2.11	0.49	10.89	37.40	47.80	48.78
1452	323	13	4	91	143	68	68	4.02	1.24	28.17	44.27	21.05	73.68
1453	49	1	0	15	12	21	21	2.04	0.00	30.61	24.49	42.86	55.10
1454	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
1455	100775	2396	546	17197	42222	35597	35597	2.38	0.54	17.06	41.90	35.32	59.50
1456	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
1457	532	16	3	86	311	109	109	3.01	0.56	16.17	58.46	20.49	75.19
1458	153	1	3	25	53	68	68	0.65	1.96	16.34	34.64	44.44	52.94
1459	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
1460	365	3	2	152	179	29	29	0.82	0.55	41.64	49.04	7.95	91.23
1461	58	0	0	6	40	12	12	0.00	0.00	10.34	68.97	20.69	79.31
1462	59	2	0	5	35	17	17	3.39	0.00	8.47	59.32	28.81	67.80
1463	12626	362	85	2177	6418	3363	3363	2.87	0.67	17.24	50.83	26.64	68.75
1464	61	0	0	12	9	40	40	0.00	0.00	19.67	14.75	65.57	34.43
1465	381	3	0	39	65	269	269	0.79	0.00	10.24	17.06	70.60	27.30
1466	73	3	0	1	24	45	45	4.11	0.00	1.37	32.88	61.64	34.25
1467	1557	25	6	188	506	811	811	1.61	0.39	12.07	32.50	52.09	44.96
1468	51	0	0	1	7	42	42	0.00	0.00	1.96	13.73	82.35	15.69
1469	1920	37	8	277	1182	389	389	1.93	0.42	14.43	61.56	20.26	76.41
1470	1784	47	4	163	659	878	878	2.63	0.22	9.14	36.94	49.22	46.30
1471	171	1	1	17	40	112	112	0.58	0.58	9.94	23.39	65.50	33.92
1472	103	0	0	2	18	81	81	0.00	0.00	1.94	17.48	78.64	19.42
1473	142	2	1	31	66	40	40	1.41	0.70	21.83	46.48	28.17	69.01
1474	382	8	0	32	199	142	142	2.09	0.00	8.38	52.09	37.17	60.47
1475	223	1	0	3	15	203	203	0.45	0.00	1.35	6.73	91.03	8.07
1476	540	12	2	111	221	184	184	2.22	0.37	20.56	40.93	34.07	61.85
1477	208	4	4	20	64	113	113	1.92	1.92	9.62	30.77	54.33	42.31
1478	295	9	3	51	192	37	37	3.05	1.02	17.29	65.08	12.54	83.39
1479	101	0	0	4	84	13	13	0.00	0.00	3.96	83.17	12.87	87.13
1480	329	3	0	8	33	281	281	0.91	0.00	2.43	10.03	85.41	12.46
1481	298	3	0	11	65	215	215	1.01	0.00	3.69	21.81	72.15	25.50
1482	141	5	2	21	91	20	20	3.55	1.42	14.89	64.54	14.18	80.85
1483	95	1	0	10	29	53	53	1.05	0.00	10.53	30.53	55.79	41.05
1484	390	14	5	68	223	76	76	3.59	1.28	17.44	57.18	19.49	75.90
1485	1031	10	1	162	651	199	199	0.97	0.10	15.71	63.14	19.30	78.95
1486	449	7	0	17	64	356	356	1.56	0.00	3.79	14.25	79.29	18.04
1487	114	3	2	22	52	35	35	2.63	1.75	19.30	45.61	30.70	66.67
1488	581	15	3	65	222	264	264	2.58	0.52	11.19	38.21	45.44	49.91
1489	288	1	1	3	22	260	260	0.35	0.35	1.04	7.64	90.28	9.03
1490	270	7	2	47	173	40	40	2.59	0.74	17.41	64.07	14.81	82.22
1491	48	2	0	6	23	17	17	4.17	0.00	12.50	47.92	35.42	60.42
1492	639	29	5	74	355	170	170	4.54	0.78	11.58	55.56	26.60	67.92
1493	587	18	5	138	331	83	83	3.07	0.85	23.51	56.39	14.14	80.75
1494	156	5	1	22	76	50	50	3.21	0.64	14.10	48.72	32.05	63.46
1495	271	6	1	12	40	210	210	2.21	0.37	4.43	14.76	77.49	19.56
1496	110	1	0	20	57	32	32	0.91	0.00	18.18	51.82	29.09	70.00
1497	219	0	0	4	19	192	192	0.00	0.00	1.83	8.68	87.67	10.50
1498	168	1	1	20	107	38	38	0.60	0.60	11.90	63.69	22.62	76.19
1499	80	1	0	16	31	32	32	1.25	0.00	20.00	38.75	40.00	58.75
1500	262	3	3	32	158	63	63	1.15	1.15	12.21	60.31	24.05	73.66
1501	1172	18	9	187	562	368	368	1.54	0.77	15.96	47.95	31.40	64.68
1502	88	0	0	6	14	65	65	0.00	0.00	6.82	15.91	73.86	22.73
1503	180	9	0	27	67	75	75	5.00	0.00	15.00	37.22	41.67	52.22
1504	271	0	1	15	35	215	215	0.00	0.37	5.54	12.92	79.34	18.82
1505	78	0	0	2	10	66	66	0.00	0.00	2.56	12.82	84.62	15.38
1506	502	6	1	27	106	349	349	1.20	0.20	5.38	21.12	69.52	26.69
1507	890	8	0	40	136	702	702	0.90	0.00	4.49	15.28	78.88	19.78
1508	336	2	0	40	111	181	181	0.60	0.00	11.90	33.04	53.87	44.94
1509	123	6	4	19	74	18	18	4.88	3.25	15.45	60.16	14.63	78.86
1510	354	4	1	37	71	234	234	1.13	0.28	10.45	20.06	66.10	30.79
1511	436	2	0	13	44	373	373	0.46	0.00	2.98	10.09	85.55	13.07
1512	402	4	0	26	103	264	264	1.00	0.00	6.47	25.62	65.67	32.09
1513	66	2	0	15	41	8	8	3.03	0.00	22.73	62.12	12.12	84.85
1514	1702	26	6	178	435	1039	1039	1.53	0.35	10.46	25.56	61.05	36.37
1515	516	9	3	43	137	321	321	1.74	0.58	8.33	26.55	62.21	35.47
1516	80	1	0	11	25	42	42	1.25	0.00	13.75	31.25	52.50	45.00
1517	345	5	2	29	76	193	193	1.45	0.58	8.41	22.03	55.94	31.01
1518	1166	23	2	61	315	752	752	1.97	0.17	5.23	27.02	64.49	32.42
1519	121	3	0	17	27	72	72	2.48	0.00	14.05	22.31	59.50	36.36
1520	169	5	0	11	66	81	81	2.96	0.00	6.51	39.05	47.93	45.56
1521	366	4	2	40	131	182	182	1.09	0.55	10.93	35.79	49.73	47.27
1522	296	1	0	34	62	195	195	0.34	0.00	11.49	20.95	65.88	32.43
1523	93	2	2	13	54	22	22	2.15	2.15	13.98	58.06	23.66	74.19
1524	65	0	1	6	16	42	42	0.00	1.54	9.23	24.62	64.62	35.38
1525	110	1	0	3	19	86	86	0.91	0.00	2.73	17.27	78.18	20.00
1526	1309	27	0	176	815	276	276	2.06	0.00	13.45	62.26	21.08	75.71
1527	105	1	0	6	26	72	72	0.95	0.00	5.71	24.76	68.57	30.48
1528	208	2	1	22	128	51	51	0.96	0.48	10.58	61.54	24.52	72.60
1529	377	10	1	34	146	180	180	2.65	0.27	9.02	38.73	47.75	48.01
1530	124	3	0	5	53	62	62	2.42	0.00	4.03	42.74	50.00	46.77
1531	257	7	0	41	163	41	41	2.72	0.00	15.95	63.42	15.95	79.38
1532	244	7	2	8	45	177	177	2.87	0.82	3.28	18.44	72.54	22.54
1533	203	6	0	18	74	105	105	2.96	0.00	8.87	36.45	51.72	45.32
1534	388	11	4	50	277	43	43	2.84	1.03	12.89	71.39	11.08	85.31
1535	62	1	0	11	29	21	21	1.61	0.00	17.74	46.77	33.87	64.52
1536	496	6	0	32	123	332	332	1.21	0.00	6.45	24.80	66.94	31.25
1537	759	22	4	84	202	435	435	2.90	0.53	11.07	26.61	57.31	38.21
1538	4449	172	32	537	1771	1879	1879	3.87	0.72	12.07	39.81	42.23	52.60
1539	321	4	0	31	205	81	81	1.25	0.00	9.66	63.86	25.23	73.52
1540	180	3	0	2	15	159	159	1.67	0.00	1.11	8.33	88.33	9.44
1541	547	10	6	66	312	147	147	1.83	1.10	12.07	57.04	26.87	70.20
1542	82	1	3	17	44	16	16	1.22	3.66	20.73	53.66	19.51	78.05
1543	316	3	0	56	128	124	124	0.95	0.00	17.72	40.51	39.24	58.23
1544	258	3	2	33	80	136	136	1.16	0.78	12.79	31.01	52.71	44.57
1545	292	0	0	20	74	196	196	0.00	0.00	6.85	25.34	67.12	32.19
1546	538	13	1	62	138	316	316	2.42	0.19	11.52	25.65	58.74	37.36
1547	1225	22	3	66	372	753	753	1.80	0.24	5.39	30.37	61.47	36.00
1548	557	6	2	32	93	416	416	1.08	0.36	5.75	16.70	74.69	22.80
1549	394	12	1	30	125	223	223	3.05	0.25	7.61	31.73	56.60	39.59
1550	192	9	1	8	54	118	118	4.69	0.52	4.17	28.13	61.46	32.81
1551	111	1	1	20	26	61	61	0.90	0.90	18.02	23.42	54.95	42.34
1552	91	3	0	1	15	71	71	3.30	0.00	1.10	16.48	78.02	17.58
1553	106	0	0	8	19	78	78	0.00	0.00	7.55	17.92	73.58	25.47
1554	68	5	0	2	19	42	42	7.35	0.00	2.94	27.94	61.76	30.88
1555	62	1	0	2	23	36	36	1.61	0.00	3.23	37.10	58.06	40.32
1556	453	5	2	24	124	291	291	1.10	0.44	5.30	27.37	64.24	33.11
1557	1200	7	0	146	182	845	845	0.58	0.00	12.17	15.17	70.42	27.33
1558	143	1	1	14	73	51	51	0.70	0.70	9.79	51.05	35.66	61.54
1559	82	2	0	19	41	20	20	2.44	0.00	23.17	50.00	24.39	73.17
1560	240	3	2	64	144	27	27	1.25	0.83	26.67	60.00	11.25	87.50
1561	129	2	1	18	66	41	41	1.55	0.78	13.95	51.16	31.78	65.89
1562	831	3	1	108	222	484	484	0.36	0.12	13.00	26.71	58.24	39.83
1563	50	1	0	3	21	22	22	2.00	0.00	6.00	42.00	44.00	48.00
1564	140	2	0	11	76	48	48	1.43	0.00	7.86	54.29	34.29	62.14
1565	159	7	0	12	63	75	75	4.40	0.00	7.55	39.62	47.17	47.17
1566	58	0	0	8	11	38	38	0.00	0.00	13.79	18.97	65.52	32.76
1567	80	2	0	2	23	53	53	2.50	0.00	2.50	28.75	66.25	31.25
1568	535	11	1	192	295	36	36	2.06	0.19	35.89	55.14	6.73	91.21
1569	169	3	0	19	105	37	37	1.78	0.00	11.24	62.13	21.89	73.37
1570	41	0	0	6	10	25	25	0.00	0.00	14.63	24.39	60.98	39.02
1571	94	1	0	7	12	73	73	1.06	0.00	7.45	12.77	77.66	20.21
1572	61	1	1	1	26	32	32	1.64	1.64	1.64	42.62	52.46	45.90
1573	187	14	0	24	113	35	35	7.49	0.00	12.83	60.43	18.72	73.26
1574	633	2	2	53	208	364	364	0.32	0.32	8.37	32.86	57.50	41.55
1575	323	4	2	32	85	193	193	1.24	0.62	9.91	26.32	59.75	36.84
1576	322	2	2	33	211	72	72	0.62	0.62	10.25	65.53	22.36	76.40
1577	31	1	0	2	6	22	22	3.23	0.00	6.45	19.35	70.97	25.81
1578	135	4	1	11	80	38	38	2.96	0.74	8.15	59.26	28.15	68.15
1579	289	4	1	9	52	220	220	1.38	0.35	3.11	17.99	76.12	21.45
1580	147	4	1	21	51	69	69	2.72	0.68	14.29	34.69	46.94	49.66
1581	314	5	2	26	88	192	192	1.59	0.64	8.28	28.03	61.15	36.94
1582	96	0	0	1	15	79	79	0.00	0.00	1.04	15.63	82.29	16.67
1583	55	0	0	2	7	46	46	0.00	0.00	3.64	12.73	83.64	16.36
1584	289	7	0	53	162	64	64	2.42	0.00	18.34	56.06	22.15	74.39
1585	102	6	1	17	35	41	41	5.88	0.98	16.67	34.31	40.20	51.96
1586	279	3	1	29	79	163	163	1.08	0.36	10.39	28.32	58.42	39.07
1587	321	4	2	5	24	285	285	1.25	0.62	1.56	7.48	88.79	9.66
1588	210	6	0	15	162	24	24	2.86	0.00	7.14	77.14	11.43	84.29
1589	195	9	2	28	124	31	31	4.62	1.03	14.36	63.59	15.90	78.97
1590	310	7	0	12	41	243	243	2.26	0.00	3.87	13.23	78.39	17.10
1591	1438	47	9	206	574	567	567	3.27	0.63	14.33	39.92	39.43	54.87
1592	110	0	0	3	99	7	7	0.00	0.00	2.73	90.00	6.36	92.73
1593	52	0	0	3	9	40	40	0.00	0.00	5.77	17.31	76.92	23.08
1594	3756	62	13	427	1217	1930	1930	1.65	0.35	11.37	32.40	51.38	44.12
1595	541	12	1	76	260	181	181	2.22	0.18	14.05	48.06	33.46	62.29
1596	27	0	0	0	3	24	24	0.00	0.00	0.00	11.11	88.89	11.11
1597	23990	752	135	3939	10977	7657	7657	3.13	0.56	16.42	45.76	31.92	62.74
1598	270	4	0	29	68	167	167	1.48	0.00	10.74	25.19	61.85	35.93
1599	575	14	1	93	363	92	92	2.43	0.17	16.17	63.13	16.00	79.48
1600	164	7	0	24	84	48	48	4.27	0.00	14.63	51.22	29.27	65.85
1601	48	1	0	5	17	23	23	2.08	0.00	10.42	35.42	47.92	45.83
1602	561	19	3	85	337	109	109	3.39	0.53	15.15	60.07	19.43	75.76
1603	258	3	1	26	167	59	59	1.16	0.39	10.08	64.73	22.87	75.19
1604	933	7	1	43	182	685	685	0.75	0.11	4.61	19.51	73.42	24.22
1605	3635	144	16	588	1538	1279	1279	3.96	0.44	16.18	42.31	35.19	58.93
1606	305	7	11	40	178	66	66	2.30	3.61	13.11	58.36	21.64	75.08
1607	53	1	0	13	9	28	28	1.89	0.00	24.53	16.98	52.83	41.51
1608	102	1	1	13	25	60	60	0.98	0.98	12.75	24.51	58.82	38.24
1609	39	3	0	5	5	25	25	7.69	0.00	12.82	12.82	64.10	25.64
1610	55	0	0	3	6	46	46	0.00	0.00	5.45	10.91	83.64	16.36
1611	77	1	0	2	12	60	60	1.30	0.00	2.60	15.58	77.92	18.18
1612	64	3	0	6	39	14	14	4.69	0.00	9.38	60.94	21.88	70.31
1613	270	8	0	56	168	30	30	2.96	0.00	20.74	62.22	11.11	82.96
1614	102	1	1	0	82	17	17	0.98	0.98	0.00	80.39	16.67	81.37
1615	187	2	0	10	45	127	127	1.07	0.00	5.35	24.06	67.91	29.41
1616	98	1	1	35	44	16	16	1.02	1.02	35.71	44.90	16.33	81.63
1617	120	2	0	5	47	64	64	1.67	0.00	4.17	39.17	53.33	43.33
1618	225	0	0	10	39	175	175	0.00	0.00	4.44	17.33	77.78	21.78
1619	86	2	2	3	21	56	56	2.33	2.33	3.49	24.42	65.12	30.23
1620	104	1	0	13	35	55	55	0.96	0.00	12.50	33.65	52.88	46.15
1621	388	6	0	46	75	258	258	1.55	0.00	11.86	19.33	66.49	31.19
1622	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
1623	111	6	0	15	51	39	39	5.41	0.00	13.51	45.95	35.14	59.46
1624	141	8	0	18	90	23	23	5.67	0.00	12.77	63.83	16.31	76.60
1625	2642	77	13	285	1577	665	665	2.91	0.49	10.79	59.69	25.17	70.97
1626	432	1	3	96	262	65	65	0.23	0.69	22.22	60.65	15.05	83.56
1627	183	1	1	4	37	140	140	0.55	0.55	2.19	20.22	76.50	22.95
1628	148	6	1	5	36	99	99	4.05	0.68	3.38	24.32	66.89	28.38
1629	61	2	0	4	26	29	29	3.28	0.00	6.56	42.62	47.54	49.18
1630	156	0	1	27	34	93	93	0.00	0.64	17.31	21.79	59.62	39.74
1631	124	1	7	3	35	76	76	0.81	5.65	2.42	28.23	61.29	36.29
1632	42	0	0	5	12	25	25	0.00	0.00	11.90	28.57	59.52	40.48
1633	4671	138	24	843	2508	1068	1068	2.95	0.51	18.05	53.69	22.86	72.25
1634	72	0	1	9	28	34	34	0.00	1.39	12.50	38.89	47.22	52.78
1635	222	3	4	33	127	54	54	1.35	1.80	14.86	57.21	24.32	73.87
1636	73	2	0	7	22	42	42	2.74	0.00	9.59	30.14	57.53	39.73
1637	384	10	2	38	118	210	210	2.60	0.52	9.90	30.73	54.69	41.15
1638	146	11	1	30	58	46	46	7.53	0.68	20.55	39.73	31.51	60.96
1639	295	15	1	23	196	52	52	5.08	0.34	7.80	66.44	17.63	74.58
1640	7534	177	20	818	2390	3938	3938	2.35	0.27	10.86	31.72	52.27	42.85
1641	180	2	0	23	109	40	40	1.11	0.00	12.78	60.56	22.22	73.33
1642	195	2	0	13	40	134	134	1.03	0.00	6.67	20.51	68.72	27.18
1643	210	5	0	20	142	41	41	2.38	0.00	9.52	67.62	19.52	77.14
1644	186	11	3	22	94	56	56	5.91	1.61	11.83	50.54	30.11	63.98
1645	211	8	0	13	115	75	75	3.79	0.00	6.16	54.50	35.55	60.66
1646	126	1	0	20	86	18	18	0.79	0.00	15.87	68.25	14.29	84.13
1647	199	2	0	18	84	95	95	1.01	0.00	9.05	42.21	47.74	51.26
1648	60	0	0	4	6	50	50	0.00	0.00	6.67	10.00	83.33	16.67
1649	144	3	0	27	51	63	63	2.08	0.00	18.75	35.42	43.75	54.17
1650	257	1	0	18	71	166	166	0.39	0.00	7.00	27.63	64.59	34.63
1651	50	4	0	9	23	13	13	8.00	0.00	18.00	46.00	26.00	64.00
1652	457	13	0	49	157	236	236	2.84	0.00	10.72	34.35	51.64	45.08
1653	88	1	0	11	28	47	47	1.14	0.00	12.50	31.82	53.41	44.32
1654	28	0	1	2	7	18	18	0.00	3.57	7.14	25.00	64.29	35.71
1655	77	3	1	3	29	40	40	3.90	1.30	3.90	37.66	51.95	42.86
1656	93	4	0	6	34	47	47	4.30	0.00	6.45	36.56	50.54	43.01
1657	635	8	2	32	180	398	398	1.26	0.31	5.04	28.35	62.68	33.70
1658	361	15	2	42	185	115	115	4.16	0.55	11.63	51.25	31.86	63.43
1659	158	4	1	19	106	26	26	2.53	0.63	12.03	67.09	16.46	79.75
1660	334	15	0	39	157	121	121	4.49	0.00	11.68	47.01	36.23	58.68
1661	596	9	0	49	208	312	312	1.51	0.00	8.22	34.90	52.35	43.12
1662	507	10	2	27	164	293	293	1.97	0.39	5.33	32.35	57.79	38.07
1663	1517	41	14	268	812	349	349	2.70	0.92	17.67	53.53	23.01	72.12
1664	447	9	2	47	84	304	304	2.01	0.45	10.51	18.79	68.01	29.75
1665	646	6	2	58	440	137	137	0.93	0.31	8.98	68.11	21.21	77.40
1666	59	0	0	3	8	46	46	0.00	0.00	5.08	13.56	77.97	18.64
1667	234	0	0	6	28	198	198	0.00	0.00	2.56	11.97	84.62	14.53
1668	44	0	0	11	11	22	22	0.00	0.00	25.00	25.00	50.00	50.00
1669	90	0	0	13	27	50	50	0.00	0.00	14.44	30.00	55.56	44.44
1670	122	0	0	14	44	60	60	0.00	0.00	11.48	36.07	49.18	47.54
1671	166	4	2	22	36	99	99	2.41	1.20	13.25	21.69	59.64	36.14
1672	103	2	0	19	46	35	35	1.94	0.00	18.45	44.66	33.98	63.11
1673	683	14	2	52	154	450	450	2.05	0.29	7.61	22.55	65.89	30.45
1674	41	0	0	3	14	23	23	0.00	0.00	7.32	34.15	56.10	41.46
1675	40	0	0	5	12	22	22	0.00	0.00	12.50	30.00	55.00	42.50
1676	280	14	0	35	164	58	58	5.00	0.00	12.50	58.57	20.71	71.07
1677	122	3	0	7	81	31	31	2.46	0.00	5.74	66.39	25.41	72.13
1678	397	15	5	27	250	94	94	3.78	1.26	6.80	62.97	23.68	71.03
1679	150	4	0	31	57	49	49	2.67	0.00	20.67	38.00	32.67	58.67
1680	181	4	1	27	78	71	71	2.21	0.55	14.92	43.09	39.23	58.56
1681	108	7	1	8	31	59	59	6.48	0.93	7.41	28.70	54.63	37.04
1682	439	13	2	53	185	174	174	2.96	0.46	12.07	42.14	39.64	54.67
1683	1641	21	7	101	427	1057	1057	1.28	0.43	6.15	26.02	64.41	32.60
1684	95	3	2	17	54	19	19	3.16	2.11	17.89	56.84	20.00	76.84
1685	33	1	0	2	8	22	22	3.03	0.00	6.06	24.24	66.67	30.30
1686	68	0	1	11	38	18	18	0.00	1.47	16.18	55.88	26.47	73.53
1687	276	5	0	54	184	31	31	1.81	0.00	19.57	66.67	11.23	86.23
1688	108	2	0	9	73	24	24	1.85	0.00	8.33	67.59	22.22	75.93
1689	636	11	4	107	381	128	128	1.73	0.63	16.82	59.91	20.13	77.36
1690	158	4	0	23	105	25	25	2.53	0.00	14.56	66.46	15.82	81.01
1691	142	3	1	19	99	19	19	2.11	0.70	13.38	69.72	13.38	83.80
1692	236	7	3	46	126	52	52	2.97	1.27	19.49	53.39	22.03	74.15
1693	151	6	0	5	106	34	34	3.97	0.00	3.31	70.20	22.52	73.51
1694	199	2	3	17	74	99	99	1.01	1.51	8.54	37.19	49.75	47.24
1695	61	0	0	2	50	9	9	0.00	0.00	3.28	81.97	14.75	85.25
1696	42	2	0	0	31	9	9	4.76	0.00	0.00	73.81	21.43	73.81
1697	1310	24	3	111	316	839	839	1.83	0.23	8.47	24.12	64.05	32.82
1698	65	1	2	8	29	22	22	1.54	3.08	12.31	44.62	33.85	60.00
1699	157	7	0	22	82	43	43	4.46	0.00	14.01	52.23	27.39	66.24
1700	53	6	0	5	30	12	12	11.32	0.00	9.43	56.60	22.64	66.04
1701	47	0	0	4	39	4	4	0.00	0.00	8.51	82.98	8.51	91.49
1702	36	1	0	9	16	9	9	2.78	0.00	25.00	44.44	25.00	69.44
1703	90	1	0	17	26	45	45	1.11	0.00	18.89	28.89	50.00	47.78
1704	81	2	0	2	9	68	68	2.47	0.00	2.47	11.11	83.95	13.58
1705	146	5	0	16	87	36	36	3.42	0.00	10.96	59.59	24.66	70.55
1706	633	8	1	97	356	170	170	1.26	0.16	15.32	56.24	26.86	71.72
1707	10771	292	47	1775	5451	3059	3059	2.71	0.44	16.48	50.61	28.40	67.52
1708	1	0	0	1	0	0	0	0.00	0.00	100.00	0.00	0.00	100.00
1709	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
1710	429	8	6	56	305	48	48	1.86	1.40	13.05	71.10	11.19	85.55
1711	19	0	0	1	4	14	14	0.00	0.00	5.26	21.05	73.68	26.32
1712	1431	42	11	164	790	404	404	2.94	0.77	11.46	55.21	28.23	67.44
1713	285	5	0	27	56	194	194	1.75	0.00	9.47	19.65	68.07	29.12
1714	179	12	0	29	84	53	53	6.70	0.00	16.20	46.93	29.61	63.13
1715	128	1	3	10	93	21	21	0.78	2.34	7.81	72.66	16.41	82.81
1716	420	3	0	25	101	287	287	0.71	0.00	5.95	24.05	68.33	30.00
1717	206	3	1	47	45	103	103	1.46	0.49	22.82	21.84	50.00	45.15
1718	63	1	0	10	14	37	37	1.59	0.00	15.87	22.22	58.73	38.10
1719	179	9	2	18	102	47	47	5.03	1.12	10.06	56.98	26.26	68.16
1720	1459	14	2	126	307	1001	1001	0.96	0.14	8.64	21.04	68.61	29.81
1721	132	4	1	4	27	94	94	3.03	0.76	3.03	20.45	71.21	24.24
1722	198	9	0	9	63	114	114	4.55	0.00	4.55	31.82	57.58	36.36
1723	204	2	0	10	46	144	144	0.98	0.00	4.90	22.55	70.59	27.45
1724	100	2	1	10	32	55	55	2.00	1.00	10.00	32.00	55.00	43.00
1725	178	0	0	14	24	139	139	0.00	0.00	7.87	13.48	78.09	21.35
1726	234	15	3	14	69	133	133	6.41	1.28	5.98	29.49	56.84	36.75
1727	131	7	1	20	34	67	67	5.34	0.76	15.27	25.95	51.15	41.98
1728	426	7	2	37	142	236	236	1.64	0.47	8.69	33.33	55.40	42.49
1729	83	1	0	24	47	11	11	1.20	0.00	28.92	56.63	13.25	85.54
1730	117	7	1	5	80	23	23	5.98	0.85	4.27	68.38	19.66	73.50
1731	241	0	0	15	56	170	170	0.00	0.00	6.22	23.24	70.54	29.46
1732	4713	155	29	959	2293	1176	1176	3.29	0.62	20.35	48.65	24.95	69.62
1733	75	3	3	1	10	58	58	4.00	4.00	1.33	13.33	77.33	18.67
1734	99	1	0	12	36	48	48	1.01	0.00	12.12	36.36	48.48	48.48
1735	364	11	1	49	252	50	50	3.02	0.27	13.46	69.23	13.74	82.97
1736	1021	23	5	124	562	292	292	2.25	0.49	12.14	55.04	28.60	67.68
1737	97	7	2	3	25	58	58	7.22	2.06	3.09	25.77	59.79	30.93
1738	149	3	1	23	55	66	66	2.01	0.67	15.44	36.91	44.30	53.02
1739	154	4	0	21	76	53	53	2.60	0.00	13.64	49.35	34.42	62.99
1740	415	15	2	45	109	240	240	3.61	0.48	10.84	26.27	57.83	37.59
1741	251	3	1	8	139	100	100	1.20	0.40	3.19	55.38	39.84	58.96
1742	243	2	0	17	43	179	179	0.82	0.00	7.00	17.70	73.66	24.69
1743	174	2	0	10	108	54	54	1.15	0.00	5.75	62.07	31.03	67.82
1744	138	3	0	9	66	59	59	2.17	0.00	6.52	47.83	42.75	54.35
1745	42	0	0	5	16	21	21	0.00	0.00	11.90	38.10	50.00	50.00
1746	747	29	5	72	321	306	306	3.88	0.67	9.64	42.97	40.96	53.28
1747	123	2	0	18	73	29	29	1.63	0.00	14.63	59.35	23.58	73.98
1748	174	3	0	13	131	26	26	1.72	0.00	7.47	75.29	14.94	82.76
1749	368	17	2	51	191	101	101	4.62	0.54	13.86	51.90	27.45	66.30
1750	482	9	1	46	146	273	273	1.87	0.21	9.54	30.29	56.64	40.04
1751	9119	349	60	1223	3874	3408	3408	3.83	0.66	13.41	42.48	37.37	56.55
1752	64	1	0	2	23	36	36	1.56	0.00	3.13	35.94	56.25	39.06
1753	266	0	1	18	58	189	189	0.00	0.38	6.77	21.80	71.05	28.95
1754	237	2	1	23	37	173	173	0.84	0.42	9.70	15.61	73.00	25.74
1755	4070	113	17	744	2006	1100	1100	2.78	0.42	18.28	49.29	27.03	67.99
1756	160	6	4	14	75	59	59	3.75	2.50	8.75	46.88	36.88	58.13
1757	1718	45	18	226	651	726	726	2.62	1.05	13.15	37.89	42.26	52.10
1758	90	8	0	8	60	13	13	8.89	0.00	8.89	66.67	14.44	75.56
1759	562	18	11	130	308	89	89	3.20	1.96	23.13	54.80	15.84	79.89
1760	262	10	1	24	46	175	175	3.82	0.38	9.16	17.56	66.79	27.10
1761	436	13	2	43	279	85	85	2.98	0.46	9.86	63.99	19.50	74.31
1762	4505	31	13	277	734	3394	3394	0.69	0.29	6.15	16.29	75.34	22.73
1763	1559	21	6	138	1002	383	383	1.35	0.38	8.85	64.27	24.57	73.51
1764	40	2	0	6	10	21	21	5.00	0.00	15.00	25.00	52.50	40.00
1765	737	9	5	174	434	108	108	1.22	0.68	23.61	58.89	14.65	83.18
1766	38	0	0	0	25	11	11	0.00	0.00	0.00	65.79	28.95	65.79
1767	324	2	0	17	94	209	209	0.62	0.00	5.25	29.01	64.51	34.26
1768	314	1	0	6	39	263	263	0.32	0.00	1.91	12.42	83.76	14.33
1769	426	0	0	19	67	333	333	0.00	0.00	4.46	15.73	78.17	20.19
1770	386	18	1	42	174	141	141	4.66	0.26	10.88	45.08	36.53	56.22
1771	909	17	6	137	569	175	175	1.87	0.66	15.07	62.60	19.25	78.33
1772	434	3	1	27	82	316	316	0.69	0.23	6.22	18.89	72.81	25.35
1773	540	6	1	38	142	344	344	1.11	0.19	7.04	26.30	63.70	33.52
1774	192	0	0	13	42	133	133	0.00	0.00	6.77	21.88	69.27	28.65
1775	270	7	0	33	106	124	124	2.59	0.00	12.22	39.26	45.93	51.48
1776	1	0	0	1	0	0	0	0.00	0.00	100.00	0.00	0.00	100.00
1777	348	1	0	13	69	259	259	0.29	0.00	3.74	19.83	74.43	23.56
1778	2866	61	11	286	1047	1417	1417	2.13	0.38	9.98	36.53	49.44	46.89
1779	71	0	0	6	41	24	24	0.00	0.00	8.45	57.75	33.80	66.20
1780	345	15	2	39	200	88	88	4.35	0.58	11.30	57.97	25.51	69.86
1781	123	3	0	12	45	63	63	2.44	0.00	9.76	36.59	51.22	46.34
1782	3963	112	17	432	1120	2219	2219	2.83	0.43	10.90	28.26	55.99	39.59
1783	166	2	0	27	40	95	95	1.20	0.00	16.27	24.10	57.23	40.36
1784	866	24	1	65	279	482	482	2.77	0.12	7.51	32.22	55.66	39.84
1785	82	0	1	13	18	49	49	0.00	1.22	15.85	21.95	59.76	39.02
1786	399	3	2	61	249	83	83	0.75	0.50	15.29	62.41	20.80	78.20
1787	220	4	1	19	150	45	45	1.82	0.45	8.64	68.18	20.45	77.27
